"nationality","birthDate","latitude","longitude"
"Algeria","1990-04-20T00:00:00.000Z",43.2933617,5.3712902
"Ghana","1991-09-11T00:00:00.000Z",43.2933617,5.3712902
"Costa Rica","1989-06-03T00:00:00.000Z",11.9789,-86.0858994
"Iran","1989-02-01T00:00:00.000Z",36.3156013,59.5680008
"Iran","1987-09-20T00:00:00.000Z",36.3156013,59.5680008
"Mexico","1981-10-20T00:00:00.000Z",23.1999893,-106.4217529
"France","1993-07-20T00:00:00.000Z",48.9542999,2.9103899
"Belgium","1988-04-15T00:00:00.000Z",51.0275993,4.4759498
"Colombia","1988-08-31T00:00:00.000Z",6.24579,-75.5745926
"Colombia","1993-01-18T00:00:00.000Z",6.24579,-75.5745926
"Colombia","1992-01-13T00:00:00.000Z",6.24579,-75.5745926
"Algeria","1989-01-01T00:00:00.000Z",36.6818008,4.2637801
"Australia","1987-09-10T00:00:00.000Z",-37.8242989,144.9779968
"Australia","1980-02-11T00:00:00.000Z",-37.8242989,144.9779968
"Australia","1992-07-28T00:00:00.000Z",-37.8242989,144.9779968
"Australia","1991-06-29T00:00:00.000Z",-37.8242989,144.9779968
"Australia","1991-02-04T00:00:00.000Z",-37.8242989,144.9779968
"Australia","1981-06-12T00:00:00.000Z",-37.8242989,144.9779968
"Germany","1992-06-03T00:00:00.000Z",47.9869003,10.1966
"Argentina","1986-02-22T00:00:00.000Z",-32.8664017,-68.8287964
"Argentina","1986-01-30T00:00:00.000Z",-34.6637001,-59.4110985
"Greece","1981-02-05T00:00:00.000Z",50.1618996,17.5648003
"Croatia","1982-05-01T00:00:00.000Z",43.0587997,17.6525002
"Algeria","1987-01-31T00:00:00.000Z",28.2136459,2.6547282
"Bosnia and Herzegovina","1992-02-13T00:00:00.000Z",50.6489639,4.6415024
"Costa Rica","1992-03-17T00:00:00.000Z",9.8849916,-84.2272339
"Costa Rica","1985-10-25T00:00:00.000Z",9.8849916,-84.2272339
"Costa Rica","1987-02-14T00:00:00.000Z",9.8849916,-84.2272339
"Greece","1989-06-13T00:00:00.000Z",39.6843719,21.8974094
"Korea Republic","1985-03-02T00:00:00.000Z",36.0972404,127.5127029
"Korea Republic","1989-03-10T00:00:00.000Z",36.0972404,127.5127029
"Nigeria","1992-12-24T00:00:00.000Z",9.5595055,8.0778809
"Japan","1990-10-06T00:00:00.000Z",34.4795685,136.4540863
"Algeria","1985-03-19T00:00:00.000Z",36.4168816,6.2438998
"Italy","1992-10-20T00:00:00.000Z",45.4519997,9.19277
"Russia","1987-01-27T00:00:00.000Z",47.8192711,39.2468987
"Portugal","1982-09-19T00:00:00.000Z",41.4858017,-7.1889801
"Switzerland","1985-04-19T00:00:00.000Z",42.8856697,20.8693295
"Japan","1985-08-28T00:00:00.000Z",31.9124298,131.4211121
"USA","1990-11-10T00:00:00.000Z",30.6863899,-88.0532379
"Brazil","1992-02-05T00:00:00.000Z",-23.5340004,-46.1848984
"USA","1979-06-17T00:00:00.000Z",40.8174019,-74.2161484
"Mexico","1989-05-11T00:00:00.000Z",25.6709709,-100.3099823
"Uruguay","1979-05-19T00:00:00.000Z",-34.8741913,-56.1629219
"Uruguay","1982-01-22T00:00:00.000Z",-34.8741913,-56.1629219
"Uruguay","1983-03-25T00:00:00.000Z",-34.8741913,-56.1629219
"Uruguay","1985-11-28T00:00:00.000Z",-34.8741913,-56.1629219
"Uruguay","1987-04-07T00:00:00.000Z",-34.8741913,-56.1629219
"Uruguay","1984-06-08T00:00:00.000Z",-34.8741913,-56.1629219
"Uruguay","1990-10-07T00:00:00.000Z",-34.8741913,-56.1629219
"Uruguay","1980-05-18T00:00:00.000Z",-34.8741913,-56.1629219
"Uruguay","1984-11-19T00:00:00.000Z",-34.8741913,-56.1629219
"Uruguay","1984-10-29T00:00:00.000Z",-34.8741913,-56.1629219
"Netherlands","1994-02-13T00:00:00.000Z",51.9880219,4.6676502
"Switzerland","1988-12-17T00:00:00.000Z",46.5141983,6.4937401
"Russia","1987-01-22T00:00:00.000Z",55.7569695,37.6150208
"Russia","1982-06-20T00:00:00.000Z",55.7569695,37.6150208
"Russia","1989-03-24T00:00:00.000Z",55.7569695,37.6150208
"Russia","1979-07-14T00:00:00.000Z",55.7569695,37.6150208
"Russia","1991-04-27T00:00:00.000Z",55.7569695,37.6150208
"Russia","1984-07-19T00:00:00.000Z",55.7569695,37.6150208
"Spain","1981-05-20T00:00:00.000Z",40.3249016,-3.8710999
"Bosnia and Herzegovina","1982-06-05T00:00:00.000Z",48.1390991,11.5144997
"Germany","1983-11-11T00:00:00.000Z",48.1390991,11.5144997
"USA","1987-12-11T00:00:00.000Z",48.1390991,11.5144997
"Cameroon","1981-03-10T00:00:00.000Z",4.0500002,12.9167004
"Chile","1981-05-09T00:00:00.000Z",-37.5088005,-72.6716003
"USA","1983-03-09T00:00:00.000Z",31.6035805,-94.6556168
"Greece","1991-02-15T00:00:00.000Z",37.5648003,22.8097
"Japan","1988-08-24T00:00:00.000Z",32.7433357,129.8815918
"Russia","1986-04-22T00:00:00.000Z",42.8446999,132.8659973
"Italy","1991-06-04T00:00:00.000Z",40.8476982,14.2625999
"Croatia","1981-12-02T00:00:00.000Z",45.4942017,18.1067009
"Colombia","1988-05-26T00:00:00.000Z",8.5843,-76.7334213
"Switzerland","1983-06-10T00:00:00.000Z",46.9813004,6.8958101
"Cameroon","1988-05-10T00:00:00.000Z",48.885601,2.2641599
"Japan","1991-03-14T00:00:00.000Z",40.7820015,-73.8317032
"France","1986-12-26T00:00:00.000Z",43.7010994,7.2722101
"Netherlands","1983-10-20T00:00:00.000Z",52.0429993,5.0974002
"Russia","1990-07-29T00:00:00.000Z",57.90765,59.9712486
"Russia","1991-07-14T00:00:00.000Z",57.90765,59.9712486
"USA","1979-03-06T00:00:00.000Z",40.4678001,-74.4719009
"Brazil","1981-07-26T00:00:00.000Z",-29.6832504,-51.1277618
"Italy","1987-01-12T00:00:00.000Z",40.3210983,9.3356705
"Mexico","1990-02-11T00:00:00.000Z",16.9692154,-96.4584045
"Ghana","1985-04-06T00:00:00.000Z",6.2153602,-1.59006
"Mexico","1980-04-02T00:00:00.000Z",20.3782501,-102.7613602
"Japan","1989-11-12T00:00:00.000Z",33.2311134,131.6082611
"Japan","1986-06-18T00:00:00.000Z",33.2311134,131.6082611
"Japan","1986-02-22T00:00:00.000Z",34.6652184,133.9225006
"Honduras","1987-10-10T00:00:00.000Z",15.47894,-86.5833435
"Bosnia and Herzegovina","1990-02-17T00:00:00.000Z",44.1301003,18.5830002
"Switzerland","1984-06-27T00:00:00.000Z",47.3498001,7.9123802
"Nigeria","1984-04-08T00:00:00.000Z",6.1223202,6.7788401
"Belgium","1995-04-18T00:00:00.000Z",51.2220001,2.9110999
"Germany","1978-06-09T00:00:00.000Z",50.6783981,17.9472008
"USA","1986-08-18T00:00:00.000Z",28.5382309,-81.377388
"Japan","1990-01-03T00:00:00.000Z",34.6775208,135.5129089
"Japan","1986-06-13T00:00:00.000Z",34.6775208,135.5129089
"Croatia","1989-04-29T00:00:00.000Z",45.5546989,18.6870003
"Australia","1987-04-08T00:00:00.000Z",45.5546989,18.6870003
"Ghana","1987-12-12T00:00:00.000Z",59.9122887,10.75
"USA","1990-10-02T00:00:00.000Z",59.9122887,10.75
"Côte d'Ivoire","1990-11-14T00:00:00.000Z",59.9122887,10.75
"Nigeria","1987-05-10T00:00:00.000Z",6.3383398,6.8460999
"Netherlands","1992-02-05T00:00:00.000Z",51.9329185,4.6375799
"Côte d'Ivoire","1985-08-05T00:00:00.000Z",6.4094648,-5.4862852
"Côte d'Ivoire","1992-12-24T00:00:00.000Z",6.3072,-5.9309201
"Colombia","1986-09-30T00:00:00.000Z",3.1998701,-76.3002777
"Italy","1990-08-12T00:00:00.000Z",38.1170998,13.3528996
"Spain","1989-08-28T00:00:00.000Z",42.8148003,-1.66644
"Uruguay","1990-08-08T00:00:00.000Z",-34.723629,-55.9586411
"France","1990-02-13T00:00:00.000Z",48.8569298,2.3412001
"France","1991-02-13T00:00:00.000Z",48.8569298,2.3412001
"Algeria","1990-02-08T00:00:00.000Z",48.8569298,2.3412001
"Algeria","1986-04-25T00:00:00.000Z",48.8569298,2.3412001
"Ecuador","1983-07-26T00:00:00.000Z",-3.324085,-79.7215652
"Greece","1979-06-21T00:00:00.000Z",38.2235985,21.7353992
"Uruguay","1989-03-21T00:00:00.000Z",-32.2938004,-58.0889015
"Uruguay","1984-07-27T00:00:00.000Z",-32.2938004,-58.0889015
"Uruguay","1982-01-01T00:00:00.000Z",-32.2938004,-58.0889015
"Costa Rica","1986-12-15T00:00:00.000Z",9.3366699,-83.7154617
"Argentina","1986-04-10T00:00:00.000Z",-33.8956985,-60.5674019
"Australia","1993-06-02T00:00:00.000Z",-31.9470997,115.8659973
"Italy","1992-11-05T00:00:00.000Z",42.4665985,14.2091999
"Russia","1986-12-25T00:00:00.000Z",61.7877998,34.3805008
"Brazil","1987-07-23T00:00:00.000Z",-22.9424,-45.4620018
"Germany","1992-05-12T00:00:00.000Z",49.1983986,7.6073699
"Italy","1984-08-14T00:00:00.000Z",43.7366982,10.3984003
"Australia","1992-04-08T00:00:00.000Z",-33.7458992,150.8344574
"Portugal","1986-09-08T00:00:00.000Z",37.1393013,-8.5368299
"Portugal","1983-03-17T00:00:00.000Z",41.1491013,-8.6728802
"England","1993-08-15T00:00:00.000Z",50.8170013,-1.07365
"Portugal","1982-08-02T00:00:00.000Z",41.3825989,-8.7577496
"Portugal","1981-11-27T00:00:00.000Z",41.3825989,-8.7577496
"Portugal","1988-05-26T00:00:00.000Z",41.3825989,-8.7577496
"Portugal","1986-11-17T00:00:00.000Z",14.9290104,-23.5347691
"Switzerland","1986-09-02T00:00:00.000Z",14.9290104,-23.5347691
"England","1992-02-21T00:00:00.000Z",53.7579613,-2.70573
"USA","1987-07-31T00:00:00.000Z",40.3603096,-74.6642838
"Colombia","1986-06-30T00:00:00.000Z",5.9745302,-74.5754013
"Colombia","1986-09-08T00:00:00.000Z",10.9851999,-74.9529037
"Honduras","1986-10-25T00:00:00.000Z",15.8504,-87.9307022
"Honduras","1986-01-08T00:00:00.000Z",15.8504,-87.9307022
"Greece","1977-03-06T00:00:00.000Z",37.6703987,21.4419003
"Colombia","1986-10-03T00:00:00.000Z",5.69207,-76.6572266
"Colombia","1986-02-06T00:00:00.000Z",5.69207,-76.6572266
"Chile","1986-02-11T00:00:00.000Z",-32.8805008,-71.2481003
"Argentina","1988-06-02T00:00:00.000Z",-34.7251205,-58.2601089
"Chile","1990-10-08T00:00:00.000Z",-32.7849007,-71.5302963
"Argentina","1981-07-26T00:00:00.000Z",-34.6475601,-58.5556183
"Brazil","1985-05-29T00:00:00.000Z",-8.0631304,-34.8731003
"Croatia","1988-03-10T00:00:00.000Z",47.544899,7.7968202
"Brazil","1988-08-09T00:00:00.000Z",-23.7140198,-46.4137802
"Argentina","1980-06-27T00:00:00.000Z",-33.0923996,-64.3337021
"Brazil","1984-09-22T00:00:00.000Z",-22.9121609,-43.1750107
"Croatia","1983-02-25T00:00:00.000Z",-22.9121609,-43.1750107
"Brazil","1979-09-03T00:00:00.000Z",-22.9121609,-43.1750107
"Brazil","1988-05-12T00:00:00.000Z",-22.9121609,-43.1750107
"Algeria","1985-01-09T00:00:00.000Z",46.0368996,4.0653701
"Italy","1983-07-24T00:00:00.000Z",41.9030495,12.4958
"Italy","1984-07-07T00:00:00.000Z",41.9030495,12.4958
"Italy","1987-02-28T00:00:00.000Z",41.9030495,12.4958
"England","1978-06-20T00:00:00.000Z",51.5813789,0.18631
"Argentina","1981-01-02T00:00:00.000Z",-32.9791985,-60.6492996
"Argentina","1986-10-10T00:00:00.000Z",-32.9791985,-60.6492996
"Argentina","1985-05-03T00:00:00.000Z",-32.9791985,-60.6492996
"Argentina","1988-02-14T00:00:00.000Z",-32.9791985,-60.6492996
"Argentina","1987-06-24T00:00:00.000Z",-32.9791985,-60.6492996
"Uruguay","1986-02-16T00:00:00.000Z",-34.3134193,-57.351429
"Netherlands","1983-08-06T00:00:00.000Z",51.915699,4.45751
"Netherlands","1990-11-11T00:00:00.000Z",51.915699,4.45751
"Spain","1988-07-16T00:00:00.000Z",41.5550003,2.09501
"Mexico","1989-04-12T00:00:00.000Z",38.44907,-121.3437881
"Algeria","1984-05-14T00:00:00.000Z",48.3278999,7.3366299
"Algeria","1991-02-01T00:00:00.000Z",45.4794998,4.3670201
"Côte d'Ivoire","1989-03-31T00:00:00.000Z",47.1991005,-1.51006
"England","1982-08-17T00:00:00.000Z",53.4263992,-2.3504901
"Uruguay","1987-01-24T00:00:00.000Z",-31.4106007,-57.9733009
"Uruguay","1987-02-14T00:00:00.000Z",-31.4106007,-57.9733009
"Brazil","1983-10-18T00:00:00.000Z",-12.9706001,-38.5126495
"Chile","1984-02-04T00:00:00.000Z",-33.5820999,-70.694603
"Honduras","1981-02-03T00:00:00.000Z",14.6587296,-87.0381393
"Costa Rica","1984-11-24T00:00:00.000Z",9.6052828,-83.9916153
"Costa Rica","1991-03-25T00:00:00.000Z",9.6052828,-83.9916153
"Costa Rica","1985-08-18T00:00:00.000Z",9.6052828,-83.9916153
"Costa Rica","1988-05-27T00:00:00.000Z",9.6052828,-83.9916153
"Costa Rica","1983-09-12T00:00:00.000Z",9.6052828,-83.9916153
"Costa Rica","1992-06-26T00:00:00.000Z",9.6052828,-83.9916153
"Costa Rica","1983-10-04T00:00:00.000Z",9.6052828,-83.9916153
"Costa Rica","1990-03-05T00:00:00.000Z",9.6052828,-83.9916153
"Costa Rica","1988-02-08T00:00:00.000Z",9.6052828,-83.9916153
"Iran","1987-02-01T00:00:00.000Z",37.3385811,-121.8855667
"Argentina","1984-06-08T00:00:00.000Z",-32.7476006,-60.7426987
"Ecuador","1989-11-04T00:00:00.000Z",1.23613,-78.7900925
"Honduras","1986-11-15T00:00:00.000Z",15.3332996,-87.9167023
"Honduras","1989-07-30T00:00:00.000Z",15.4558897,-87.9288712
"Honduras","1982-07-18T00:00:00.000Z",15.4751997,-87.9814987
"Honduras","1993-09-13T00:00:00.000Z",15.4751997,-87.9814987
"Switzerland","1985-05-22T00:00:00.000Z",47.4216995,9.3632898
"Switzerland","1991-02-08T00:00:00.000Z",47.4216995,9.3632898
"Italy","1986-11-12T00:00:00.000Z",41.093399,14.4902
"Costa Rica","1982-07-16T00:00:00.000Z",9.9320498,-84.1809998
"Spain","1987-07-28T00:00:00.000Z",28.4612007,-16.2660999
"Honduras","1984-07-29T00:00:00.000Z",15.5832996,-87.1166992
"Honduras","1987-04-08T00:00:00.000Z",15.9131098,-85.7230911
"Colombia","1986-01-22T00:00:00.000Z",3.0144801,-76.4852982
"Chile","1989-11-20T00:00:00.000Z",-33.4706001,-70.6728973
"Chile","1986-01-27T00:00:00.000Z",-33.4706001,-70.6728973
"Chile","1985-02-22T00:00:00.000Z",-33.4706001,-70.6728973
"Chile","1980-08-01T00:00:00.000Z",-33.4706001,-70.6728973
"Chile","1989-04-17T00:00:00.000Z",-33.4706001,-70.6728973
"Chile","1984-06-01T00:00:00.000Z",-33.4706001,-70.6728973
"Chile","1987-05-22T00:00:00.000Z",-33.4706001,-70.6728973
"Chile","1986-12-30T00:00:00.000Z",-33.4706001,-70.6728973
"Chile","1985-08-29T00:00:00.000Z",-33.4706001,-70.6728973
"Chile","1987-08-03T00:00:00.000Z",-33.6039085,-70.6270294
"Brazil","1983-01-21T00:00:00.000Z",-21.9884109,-51.6547089
"Italy","1982-08-28T00:00:00.000Z",-23.7030907,-46.5524292
"Brazil","1987-03-20T00:00:00.000Z",-23.5628395,-46.6546402
"Brazil","1988-07-25T00:00:00.000Z",-23.5628395,-46.6546402
"Brazil","1983-01-02T00:00:00.000Z",-23.9664001,-46.3916016
"Bosnia and Herzegovina","1986-03-17T00:00:00.000Z",43.8594208,18.4357605
"Bosnia and Herzegovina","1985-03-08T00:00:00.000Z",43.8594208,18.4357605
"Netherlands","1987-09-13T00:00:00.000Z",43.7443085,-79.2323914
"USA","1993-07-09T00:00:00.000Z",47.603569,-122.3294525
"Ghana","1990-12-02T00:00:00.000Z",7.9213305,-1.2043862
"Ghana","1989-06-01T00:00:00.000Z",4.8990598,-1.76079
"Japan","1983-01-25T00:00:00.000Z",38.2740211,140.8775635
"France","1983-02-14T00:00:00.000Z",48.1949005,3.32059
"Korea Republic","1989-10-06T00:00:00.000Z",37.5150185,127.0164719
"Korea Republic","1989-04-02T00:00:00.000Z",37.5150185,127.0164719
"Korea Republic","1988-07-02T00:00:00.000Z",37.5150185,127.0164719
"Korea Republic","1987-01-16T00:00:00.000Z",37.5150185,127.0164719
"Spain","1986-03-30T00:00:00.000Z",37.3879089,-6.0019598
"Iran","1980-09-07T00:00:00.000Z",35.5876999,51.4208107
"Russia","1980-09-19T00:00:00.000Z",50.403141,36.90131
"England","1985-12-19T00:00:00.000Z",53.3792992,-1.4862601
"Iran","1984-01-22T00:00:00.000Z",29.5910091,52.5305901
"Iran","1984-09-06T00:00:00.000Z",29.5910091,52.5305901
"England","1987-04-19T00:00:00.000Z",52.7072983,-2.74227
"Ecuador","1990-02-15T00:00:00.000Z",-0.12446,-76.6264877
"Croatia","1985-03-18T00:00:00.000Z",43.7327003,15.9027004
"Belgium","1987-04-24T00:00:00.000Z",51.1554985,4.1545901
"Belgium","1988-03-06T00:00:00.000Z",50.8152008,5.1861501
"Croatia","1986-05-21T00:00:00.000Z",45.1767998,18.0025005
"Germany","1991-02-19T00:00:00.000Z",51.1675987,7.0851002
"Croatia","1993-09-21T00:00:00.000Z",43.5141983,16.4314003
"Croatia","1989-02-02T00:00:00.000Z",43.5141983,16.4314003
"Croatia","1979-01-08T00:00:00.000Z",43.5141983,16.4314003
"England","1988-05-10T00:00:00.000Z",51.7579994,-0.33746
"USA","1981-11-08T00:00:00.000Z",41.9137611,-88.3128433
"Russia","1984-05-17T00:00:00.000Z",59.928875,30.2215462
"England","1992-01-01T00:00:00.000Z",51.925499,-0.18615
"Chile","1990-11-30T00:00:00.000Z",59.3525009,18.0326004
"Germany","1987-04-04T00:00:00.000Z",48.7676697,9.1719198
"Honduras","1985-12-26T00:00:00.000Z",14.9250002,-87.2693024
"England","1990-06-17T00:00:00.000Z",54.865799,-1.41249
"Switzerland","1992-02-22T00:00:00.000Z",47.1725998,8.1097202
"Korea Republic","1990-02-13T00:00:00.000Z",37.2585907,127.0159836
"Australia","1992-09-25T00:00:00.000Z",-33.8740005,151.2030029
"Australia","1979-12-06T00:00:00.000Z",-33.8740005,151.2030029
"Australia","1984-08-13T00:00:00.000Z",-33.8740005,151.2030029
"Australia","1989-05-15T00:00:00.000Z",-33.8740005,151.2030029
"Australia","1989-01-08T00:00:00.000Z",-33.8740005,151.2030029
"Australia","1985-08-04T00:00:00.000Z",-33.8740005,151.2030029
"Australia","1984-08-03T00:00:00.000Z",-33.8740005,151.2030029
"Ecuador","1987-06-05T00:00:00.000Z",0.95291,-79.6054535
"Iran","1981-09-06T00:00:00.000Z",35.6895409,51.4146843
"Uruguay","1986-10-12T00:00:00.000Z",-34.3458214,-55.7648697
"Chile","1983-06-23T00:00:00.000Z",-33.6887016,-70.9506989
"Ghana","1990-07-25T00:00:00.000Z",9.4126301,-0.84216
"Russia","1983-08-20T00:00:00.000Z",52.720871,41.4488716
"USA","1995-06-06T00:00:00.000Z",27.9465294,-82.4592667
"Nigeria","1981-07-15T00:00:00.000Z",41.3205109,69.3066635
"Honduras","1986-05-10T00:00:00.000Z",14.0818996,-87.2053986
"Honduras","1984-09-04T00:00:00.000Z",14.0818996,-87.2053986
"Iran","1986-07-05T00:00:00.000Z",35.6895409,51.4146843
"Iran","1988-05-02T00:00:00.000Z",35.6895409,51.4146843
"Iran","1980-07-30T00:00:00.000Z",35.6895409,51.4146843
"Iran","1983-03-06T00:00:00.000Z",35.6895409,51.4146843
"Iran","1983-09-14T00:00:00.000Z",35.6895409,51.4146843
"Honduras","1988-03-08T00:00:00.000Z",15.7873201,-87.4267807
"Brazil","1983-10-03T00:00:00.000Z",-17.8519802,-41.5110512
"Mexico","1991-05-05T00:00:00.000Z",19.9070702,-99.3421097
"Spain","1980-01-25T00:00:00.000Z",41.571701,2.0093901
"Bosnia and Herzegovina","1986-03-06T00:00:00.000Z",44.6119003,17.9864006
"Switzerland","1986-04-12T00:00:00.000Z",42.0088005,20.9766006
"Greece","1981-08-18T00:00:00.000Z",40.6483994,22.9353008
"Greece","1986-12-19T00:00:00.000Z",40.6483994,22.9353008
"Belgium","1985-08-11T00:00:00.000Z",50.9987984,3.3311601
"Mexico","1990-04-19T00:00:00.000Z",32.523201,-117.125
"Greece","1987-07-26T00:00:00.000Z",41.322319,19.8251495
"Chile","1988-12-19T00:00:00.000Z",-22.0835991,-70.1824036
"Japan","1989-03-03T00:00:00.000Z",35.6832085,139.8089447
"Uruguay","1995-01-20T00:00:00.000Z",-34.7290993,-56.0841217
"Spain","1981-11-25T00:00:00.000Z",43.1313019,-2.0818701
"Italy","1990-02-20T00:00:00.000Z",42.951122,12.602157
"Mexico","1984-01-12T00:00:00.000Z",25.5249996,-103.3170013
"France","1987-04-09T00:00:00.000Z",43.6057281,1.4486901
"Côte d'Ivoire","1992-10-11T00:00:00.000Z",43.6057281,1.4486901
"Algeria","1988-03-05T00:00:00.000Z",43.6057281,1.4486901
"France","1986-01-14T00:00:00.000Z",50.7145996,3.1600699
"Bosnia and Herzegovina","1987-06-20T00:00:00.000Z",42.7173996,18.3493004
"Argentina","1989-02-21T00:00:00.000Z",-35.1949081,-62.7744484
"Argentina","1984-04-03T00:00:00.000Z",-34.4696388,-59.999649
"Spain","1981-12-03T00:00:00.000Z",43.3270683,-5.6442399
"France","1985-09-10T00:00:00.000Z",45.2854996,1.76512
"Colombia","1986-11-02T00:00:00.000Z",1.80334,-78.779808
"Bosnia and Herzegovina","1986-05-15T00:00:00.000Z",42.9179497,17.8830204
"Bosnia and Herzegovina","1990-04-02T00:00:00.000Z",44.5368004,18.6959991
"Belgium","1986-04-10T00:00:00.000Z",50.7793999,4.3389802
"Russia","1987-05-22T00:00:00.000Z",51.8415413,107.6091232
"Netherlands","1984-06-09T00:00:00.000Z",52.0858002,5.1308398
"Russia","1991-03-19T00:00:00.000Z",56.1600304,36.1105118
"Bosnia and Herzegovina","1989-08-16T00:00:00.000Z",45.1922989,15.8064003
"Italy","1987-07-23T00:00:00.000Z",41.6875,12.7796001
"Netherlands","1992-01-15T00:00:00.000Z",52.4596214,4.6493301
"Algeria","1984-03-15T00:00:00.000Z",48.803421,2.12552
"Russia","1986-04-08T00:00:00.000Z",55.5567284,37.7081184
"Portugal","1988-03-11T00:00:00.000Z",41.3686981,-8.7540598
"Portugal","1993-05-17T00:00:00.000Z",38.9524002,-8.9874697
"Portugal","1981-05-16T00:00:00.000Z",41.125,-8.6011295
"Spain","1987-05-04T00:00:00.000Z",41.5042992,2.38533
"Spain","1985-09-04T00:00:00.000Z",39.5690002,-0.62203
"Chile","1983-04-13T00:00:00.000Z",-34.8949013,-71.1624985
"Chile","1988-07-18T00:00:00.000Z",-33.0315018,-71.572197
"Italy","1987-05-01T00:00:00.000Z",42.4202003,12.0998001
"Russia","1990-05-26T00:00:00.000Z",56.1303482,40.410099
"Bosnia and Herzegovina","1984-08-06T00:00:00.000Z",44.1832008,18.9480991
"Greece","1987-11-26T00:00:00.000Z",37.9556503,23.7597599
"Germany","1989-09-13T00:00:00.000Z",47.8389015,11.1405001
"England","1980-05-30T00:00:00.000Z",53.4209404,-2.7876201
"Switzerland","1991-12-20T00:00:00.000Z",47.4622002,9.0449896
"Belgium","1989-03-02T00:00:00.000Z",51.1691284,4.3945799
"Belgium","1987-07-16T00:00:00.000Z",51.1691284,4.3945799
"England","1986-01-04T00:00:00.000Z",53.7837715,-1.6007
"Greece","1985-06-10T00:00:00.000Z",41.1408997,24.8866005
"Côte d'Ivoire","1986-06-21T00:00:00.000Z",6.7897,-5.26331
"Cameroon","1986-04-11T00:00:00.000Z",3.8729999,11.5222998
"Cameroon","1985-11-28T00:00:00.000Z",3.8729999,11.5222998
"Cameroon","1983-05-29T00:00:00.000Z",3.8729999,11.5222998
"Cameroon","1986-05-20T00:00:00.000Z",3.8729999,11.5222998
"Cameroon","1990-03-27T00:00:00.000Z",3.8729999,11.5222998
"Cameroon","1990-02-25T00:00:00.000Z",46.6372795,2.3382623
"Japan","1983-03-20T00:00:00.000Z",35.8659134,139.6446075
"Croatia","1992-01-10T00:00:00.000Z",44.1244011,15.2469997
"Croatia","1985-09-09T00:00:00.000Z",44.1244011,15.2469997
"Croatia","1984-10-27T00:00:00.000Z",44.1244011,15.2469997
"Croatia","1989-02-25T00:00:00.000Z",45.801899,15.9470997
"Croatia","1993-05-14T00:00:00.000Z",45.801899,15.9470997
"Bosnia and Herzegovina","1984-03-28T00:00:00.000Z",45.801899,15.9470997
"Croatia","1992-11-16T00:00:00.000Z",45.801899,15.9470997
"Mexico","1979-02-13T00:00:00.000Z",19.9890499,-102.2824097
"Nigeria","1981-10-12T00:00:00.000Z",11.0500603,7.7101002
"France","1989-11-08T00:00:00.000Z",48.3973999,7.49436
"Croatia","1989-07-05T00:00:00.000Z",44.1946983,17.9372005
"Algeria","1984-10-09T00:00:00.000Z",36.523941,6.7254801
"Netherlands","1990-01-05T00:00:00.000Z",52.0574989,4.4825101
"Switzerland","1983-09-08T00:00:00.000Z",47.3656006,8.50595
"Switzerland","1992-08-25T00:00:00.000Z",47.3656006,8.50595
"Bosnia and Herzegovina","1990-01-24T00:00:00.000Z",44.3904991,19.1056004
